date,store_id,item_id,ingredient_name,waste_type,waste_qty,waste_value
2024-09-26,MIL-02,PES-01,Pesce branzino (kg),Deteriorato,2.02,48.48
2024-09-26,MIL-02,MOZZ-01,Mozzarella (kg),Scaduto,0.82,6.97
2024-09-26,MIL-02,FUN-01,Funghi porcini (kg),Scaduto,1.56,43.68
2024-09-26,MIL-03,PRO-01,Prosciutto crudo (kg),Errore Comanda,1.37,30.14
2024-09-26,MIL-03,FAR-01,Farina tipo 00 (kg),Sfrido,1.59,1.27
2024-09-26,MIL-04,MOZZ-01,Mozzarella (kg),Deteriorato,1.60,13.60
2024-09-26,MIL-04,TOM-01,Pomodoro San Marzano (kg),Scaduto,1.05,3.36
2024-09-26,MIL-04,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,1.17,3.74
2024-09-26,MIL-05,PES-01,Pesce branzino (kg),Deteriorato,1.62,38.88
2024-09-26,MIL-05,PRO-01,Prosciutto crudo (kg),Sovraproduzione,1.22,26.84
2024-09-26,MIL-06,TOM-01,Pomodoro San Marzano (kg),Sfrido,1.68,5.38
2024-09-26,MIL-07,FUN-01,Funghi porcini (kg),Deteriorato,0.26,7.28
2024-09-26,MIL-07,TOM-01,Pomodoro San Marzano (kg),Scaduto,1.32,4.22
2024-09-26,MIL-08,FUN-01,Funghi porcini (kg),Scaduto,1.98,55.44
2024-09-26,MIL-08,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,0.14,0.45
2024-09-26,MIL-09,PRO-01,Prosciutto crudo (kg),Deteriorato,0.74,16.28
2024-09-26,MIL-09,VER-01,Verdure miste (kg),Sovraproduzione,1.39,4.86
2024-09-26,MIL-09,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,0.82,2.62
2024-09-26,MIL-09,CAR-01,Carne manzo (kg),Sfrido,1.12,20.72
2024-09-26,MIL-10,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,0.60,1.92
2024-09-27,MIL-01,SAL-01,Salame piccante (kg),Sfrido,2.06,37.08
2024-09-27,MIL-01,FAR-01,Farina tipo 00 (kg),Sfrido,1.62,1.30
2024-09-27,MIL-01,MOZZ-01,Mozzarella (kg),Deteriorato,0.69,5.86
2024-09-27,MIL-01,FUN-01,Funghi porcini (kg),Sfrido,1.29,36.12
2024-09-27,MIL-02,PES-01,Pesce branzino (kg),Deteriorato,0.18,4.32
2024-09-27,MIL-02,CAR-01,Carne manzo (kg),Sovraproduzione,0.49,9.06
2024-09-27,MIL-03,FAR-01,Farina tipo 00 (kg),Sfrido,0.59,0.47
2024-09-27,MIL-04,TOM-01,Pomodoro San Marzano (kg),Scaduto,1.67,5.34
2024-09-27,MIL-04,OLI-01,Olio EVO (lt),Scaduto,1.07,12.84
2024-09-27,MIL-04,MOZZ-01,Mozzarella (kg),Sovraproduzione,0.28,2.38
2024-09-27,MIL-05,OLI-01,Olio EVO (lt),Sovraproduzione,0.73,8.76
2024-09-27,MIL-05,FUN-01,Funghi porcini (kg),Sfrido,1.37,38.36
2024-09-27,MIL-05,CAR-01,Carne manzo (kg),Errore Comanda,0.93,17.21
2024-09-27,MIL-05,FAR-01,Farina tipo 00 (kg),Deteriorato,1.67,1.34
2024-09-27,MIL-06,VER-01,Verdure miste (kg),Scaduto,0.15,0.53
2024-09-27,MIL-07,FAR-01,Farina tipo 00 (kg),Errore Comanda,0.70,0.56
2024-09-27,MIL-07,PRO-01,Prosciutto crudo (kg),Errore Comanda,2.08,45.76
2024-09-27,MIL-07,TOM-01,Pomodoro San Marzano (kg),Sfrido,1.19,3.81
2024-09-27,MIL-08,PRO-01,Prosciutto crudo (kg),Scaduto,1.46,32.12
2024-09-27,MIL-08,PES-01,Pesce branzino (kg),Errore Comanda,1.49,35.76
2024-09-27,MIL-08,CAR-01,Carne manzo (kg),Sovraproduzione,1.85,34.23
2024-09-27,MIL-08,VER-01,Verdure miste (kg),Scaduto,1.95,6.83
2024-09-27,MIL-09,PRO-01,Prosciutto crudo (kg),Sovraproduzione,1.97,43.34
2024-09-27,MIL-09,OLI-01,Olio EVO (lt),Sfrido,0.92,11.04
2024-09-27,MIL-09,CAR-01,Carne manzo (kg),Scaduto,0.32,5.92
2024-09-27,MIL-09,SAL-01,Salame piccante (kg),Deteriorato,1.21,21.78
2024-09-27,MIL-10,SAL-01,Salame piccante (kg),Deteriorato,1.26,22.68
2024-09-28,MIL-01,TOM-01,Pomodoro San Marzano (kg),Scaduto,1.94,6.21
2024-09-28,MIL-01,VER-01,Verdure miste (kg),Sovraproduzione,0.26,0.91
2024-09-28,MIL-02,FAR-01,Farina tipo 00 (kg),Scaduto,1.02,0.82
2024-09-28,MIL-03,PRO-01,Prosciutto crudo (kg),Sfrido,0.16,3.52
2024-09-28,MIL-04,OLI-01,Olio EVO (lt),Scaduto,2.07,24.84
2024-09-28,MIL-05,OLI-01,Olio EVO (lt),Sovraproduzione,0.79,9.48
2024-09-28,MIL-05,PES-01,Pesce branzino (kg),Deteriorato,0.72,17.28
2024-09-28,MIL-05,VER-01,Verdure miste (kg),Deteriorato,1.34,4.69
2024-09-28,MIL-05,FUN-01,Funghi porcini (kg),Deteriorato,0.29,8.12
2024-09-28,MIL-06,OLI-01,Olio EVO (lt),Sfrido,1.46,17.52
2024-09-28,MIL-06,CAR-01,Carne manzo (kg),Sfrido,2.00,37.00
2024-09-28,MIL-06,MOZZ-01,Mozzarella (kg),Errore Comanda,1.89,16.06
2024-09-28,MIL-07,PRO-01,Prosciutto crudo (kg),Errore Comanda,1.26,27.72
2024-09-28,MIL-07,MOZZ-01,Mozzarella (kg),Sovraproduzione,2.10,17.85
2024-09-28,MIL-08,PES-01,Pesce branzino (kg),Errore Comanda,1.97,47.28
2024-09-28,MIL-08,VER-01,Verdure miste (kg),Deteriorato,1.71,5.98
2024-09-28,MIL-08,PES-01,Pesce branzino (kg),Sovraproduzione,0.72,17.28
2024-09-28,MIL-08,TOM-01,Pomodoro San Marzano (kg),Sfrido,0.92,2.94
2024-09-28,MIL-09,FAR-01,Farina tipo 00 (kg),Sovraproduzione,0.32,0.26
2024-09-28,MIL-09,CAR-01,Carne manzo (kg),Sfrido,0.27,5.00
2024-09-28,MIL-10,MOZZ-01,Mozzarella (kg),Sfrido,1.71,14.54
2024-09-28,MIL-10,MOZZ-01,Mozzarella (kg),Deteriorato,0.78,6.63
2024-09-28,MIL-10,FUN-01,Funghi porcini (kg),Sovraproduzione,1.07,29.96
2024-09-29,MIL-01,FAR-01,Farina tipo 00 (kg),Sfrido,0.89,0.71
2024-09-29,MIL-01,CAR-01,Carne manzo (kg),Sovraproduzione,1.48,27.38
2024-09-29,MIL-01,VER-01,Verdure miste (kg),Errore Comanda,0.73,2.55
2024-09-29,MIL-02,PRO-01,Prosciutto crudo (kg),Deteriorato,1.36,29.92
2024-09-29,MIL-02,PRO-01,Prosciutto crudo (kg),Scaduto,1.27,27.94
2024-09-29,MIL-03,FAR-01,Farina tipo 00 (kg),Scaduto,0.62,0.50
2024-09-29,MIL-04,MOZZ-01,Mozzarella (kg),Errore Comanda,1.47,12.49
2024-09-29,MIL-04,PES-01,Pesce branzino (kg),Scaduto,0.34,8.16
2024-09-29,MIL-04,FAR-01,Farina tipo 00 (kg),Scaduto,0.69,0.55
2024-09-29,MIL-04,PRO-01,Prosciutto crudo (kg),Errore Comanda,0.66,14.52
2024-09-29,MIL-05,SAL-01,Salame piccante (kg),Sfrido,0.15,2.70
2024-09-29,MIL-06,FUN-01,Funghi porcini (kg),Sfrido,1.59,44.52
2024-09-29,MIL-06,VER-01,Verdure miste (kg),Sovraproduzione,1.57,5.50
2024-09-29,MIL-06,FAR-01,Farina tipo 00 (kg),Deteriorato,0.72,0.58
2024-09-29,MIL-06,PES-01,Pesce branzino (kg),Deteriorato,0.16,3.84
2024-09-29,MIL-07,VER-01,Verdure miste (kg),Sfrido,0.69,2.42
2024-09-29,MIL-07,PRO-01,Prosciutto crudo (kg),Scaduto,1.48,32.56
2024-09-29,MIL-08,OLI-01,Olio EVO (lt),Scaduto,1.74,20.88
2024-09-29,MIL-08,SAL-01,Salame piccante (kg),Sovraproduzione,0.47,8.46
2024-09-29,MIL-08,TOM-01,Pomodoro San Marzano (kg),Deteriorato,0.87,2.78
2024-09-29,MIL-08,OLI-01,Olio EVO (lt),Errore Comanda,1.95,23.40
2024-09-29,MIL-09,PRO-01,Prosciutto crudo (kg),Sovraproduzione,0.53,11.66
2024-09-29,MIL-09,PRO-01,Prosciutto crudo (kg),Sfrido,1.35,29.70
2024-09-29,MIL-10,VER-01,Verdure miste (kg),Deteriorato,1.59,5.57
2024-09-30,MIL-01,OLI-01,Olio EVO (lt),Errore Comanda,1.14,13.68
2024-09-30,MIL-02,OLI-01,Olio EVO (lt),Sfrido,0.68,8.16
2024-09-30,MIL-03,FUN-01,Funghi porcini (kg),Scaduto,1.19,33.32
2024-09-30,MIL-03,VER-01,Verdure miste (kg),Sovraproduzione,1.07,3.75
2024-09-30,MIL-03,CAR-01,Carne manzo (kg),Errore Comanda,0.66,12.21
2024-09-30,MIL-03,FUN-01,Funghi porcini (kg),Deteriorato,0.34,9.52
2024-09-30,MIL-04,PES-01,Pesce branzino (kg),Sfrido,0.66,15.84
2024-09-30,MIL-05,PRO-01,Prosciutto crudo (kg),Sfrido,1.09,23.98
2024-09-30,MIL-05,PES-01,Pesce branzino (kg),Deteriorato,1.51,36.24
2024-09-30,MIL-05,CAR-01,Carne manzo (kg),Sfrido,1.52,28.12
2024-09-30,MIL-06,PES-01,Pesce branzino (kg),Sovraproduzione,0.63,15.12
2024-09-30,MIL-06,CAR-01,Carne manzo (kg),Deteriorato,0.16,2.96
2024-09-30,MIL-07,PRO-01,Prosciutto crudo (kg),Sfrido,0.48,10.56
2024-09-30,MIL-07,PRO-01,Prosciutto crudo (kg),Sovraproduzione,1.81,39.82
2024-09-30,MIL-07,OLI-01,Olio EVO (lt),Sovraproduzione,1.14,13.68
2024-09-30,MIL-08,OLI-01,Olio EVO (lt),Scaduto,0.94,11.28
2024-09-30,MIL-09,PES-01,Pesce branzino (kg),Sovraproduzione,1.97,47.28
2024-09-30,MIL-09,TOM-01,Pomodoro San Marzano (kg),Sfrido,0.93,2.98
2024-09-30,MIL-09,VER-01,Verdure miste (kg),Sovraproduzione,1.63,5.71
2024-09-30,MIL-10,PES-01,Pesce branzino (kg),Scaduto,1.11,26.64
2024-09-30,MIL-10,VER-01,Verdure miste (kg),Sfrido,0.44,1.54
2024-09-30,MIL-10,CAR-01,Carne manzo (kg),Errore Comanda,1.67,30.89
2024-09-30,MIL-10,PRO-01,Prosciutto crudo (kg),Scaduto,0.20,4.40
2024-10-01,MIL-01,FUN-01,Funghi porcini (kg),Sfrido,1.36,38.08
2024-10-01,MIL-01,CAR-01,Carne manzo (kg),Sovraproduzione,1.59,29.42
2024-10-01,MIL-01,OLI-01,Olio EVO (lt),Sfrido,1.42,17.04
2024-10-01,MIL-01,OLI-01,Olio EVO (lt),Sovraproduzione,0.42,5.04
2024-10-01,MIL-02,PRO-01,Prosciutto crudo (kg),Sovraproduzione,0.20,4.40
2024-10-01,MIL-02,OLI-01,Olio EVO (lt),Scaduto,0.74,8.88
2024-10-01,MIL-03,OLI-01,Olio EVO (lt),Sovraproduzione,1.08,12.96
2024-10-01,MIL-04,PES-01,Pesce branzino (kg),Deteriorato,1.74,41.76
2024-10-01,MIL-05,FAR-01,Farina tipo 00 (kg),Scaduto,1.48,1.18
2024-10-01,MIL-06,FUN-01,Funghi porcini (kg),Scaduto,1.24,34.72
2024-10-01,MIL-06,OLI-01,Olio EVO (lt),Deteriorato,0.55,6.60
2024-10-01,MIL-06,FAR-01,Farina tipo 00 (kg),Deteriorato,1.77,1.42
2024-10-01,MIL-06,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,1.98,6.34
2024-10-01,MIL-07,OLI-01,Olio EVO (lt),Errore Comanda,1.34,16.08
2024-10-01,MIL-08,SAL-01,Salame piccante (kg),Sovraproduzione,1.94,34.92
2024-10-01,MIL-09,MOZZ-01,Mozzarella (kg),Scaduto,0.38,3.23
2024-10-01,MIL-09,SAL-01,Salame piccante (kg),Errore Comanda,1.17,21.06
2024-10-01,MIL-09,FAR-01,Farina tipo 00 (kg),Scaduto,0.16,0.13
2024-10-01,MIL-09,CAR-01,Carne manzo (kg),Deteriorato,0.73,13.50
2024-10-01,MIL-10,FUN-01,Funghi porcini (kg),Sfrido,1.08,30.24
2024-10-02,MIL-01,PES-01,Pesce branzino (kg),Sfrido,1.80,43.20
2024-10-02,MIL-01,FUN-01,Funghi porcini (kg),Deteriorato,2.05,57.40
2024-10-02,MIL-01,SAL-01,Salame piccante (kg),Scaduto,0.19,3.42
2024-10-02,MIL-02,VER-01,Verdure miste (kg),Errore Comanda,0.37,1.29
2024-10-02,MIL-02,FAR-01,Farina tipo 00 (kg),Sfrido,0.81,0.65
2024-10-02,MIL-02,CAR-01,Carne manzo (kg),Scaduto,1.80,33.30
2024-10-02,MIL-03,FAR-01,Farina tipo 00 (kg),Sfrido,0.25,0.20
2024-10-02,MIL-03,PES-01,Pesce branzino (kg),Sovraproduzione,0.51,12.24
2024-10-02,MIL-03,MOZZ-01,Mozzarella (kg),Errore Comanda,0.50,4.25
2024-10-02,MIL-04,FUN-01,Funghi porcini (kg),Scaduto,1.46,40.88
2024-10-02,MIL-04,CAR-01,Carne manzo (kg),Sfrido,0.14,2.59
2024-10-02,MIL-05,SAL-01,Salame piccante (kg),Sfrido,0.96,17.28
2024-10-02,MIL-05,VER-01,Verdure miste (kg),Scaduto,0.64,2.24
2024-10-02,MIL-06,FAR-01,Farina tipo 00 (kg),Scaduto,1.73,1.38
2024-10-02,MIL-07,FAR-01,Farina tipo 00 (kg),Errore Comanda,1.63,1.30
2024-10-02,MIL-07,SAL-01,Salame piccante (kg),Sfrido,0.48,8.64
2024-10-02,MIL-07,OLI-01,Olio EVO (lt),Sfrido,1.05,12.60
2024-10-02,MIL-08,FAR-01,Farina tipo 00 (kg),Sovraproduzione,1.59,1.27
2024-10-02,MIL-08,SAL-01,Salame piccante (kg),Sfrido,0.81,14.58
2024-10-02,MIL-08,SAL-01,Salame piccante (kg),Deteriorato,1.53,27.54
2024-10-02,MIL-09,FAR-01,Farina tipo 00 (kg),Sfrido,0.52,0.42
2024-10-02,MIL-09,TOM-01,Pomodoro San Marzano (kg),Deteriorato,1.17,3.74
2024-10-02,MIL-10,TOM-01,Pomodoro San Marzano (kg),Scaduto,0.66,2.11
2024-10-03,MIL-01,PRO-01,Prosciutto crudo (kg),Scaduto,1.56,34.32
2024-10-03,MIL-01,PES-01,Pesce branzino (kg),Errore Comanda,0.27,6.48
2024-10-03,MIL-01,PRO-01,Prosciutto crudo (kg),Sovraproduzione,0.72,15.84
2024-10-03,MIL-01,PRO-01,Prosciutto crudo (kg),Errore Comanda,0.96,21.12
2024-10-03,MIL-02,VER-01,Verdure miste (kg),Sfrido,0.58,2.03
2024-10-03,MIL-02,CAR-01,Carne manzo (kg),Errore Comanda,2.03,37.55
2024-10-03,MIL-03,MOZZ-01,Mozzarella (kg),Errore Comanda,0.78,6.63
2024-10-03,MIL-03,VER-01,Verdure miste (kg),Sfrido,1.91,6.68
2024-10-03,MIL-03,CAR-01,Carne manzo (kg),Scaduto,1.47,27.20
2024-10-03,MIL-03,CAR-01,Carne manzo (kg),Sovraproduzione,1.69,31.27
2024-10-03,MIL-04,SAL-01,Salame piccante (kg),Sovraproduzione,1.27,22.86
2024-10-03,MIL-04,PRO-01,Prosciutto crudo (kg),Sovraproduzione,1.09,23.98
2024-10-03,MIL-04,OLI-01,Olio EVO (lt),Sovraproduzione,0.25,3.00
2024-10-03,MIL-04,PES-01,Pesce branzino (kg),Scaduto,0.43,10.32
2024-10-03,MIL-05,FUN-01,Funghi porcini (kg),Errore Comanda,1.22,34.16
2024-10-03,MIL-05,MOZZ-01,Mozzarella (kg),Sovraproduzione,1.09,9.27
2024-10-03,MIL-06,MOZZ-01,Mozzarella (kg),Deteriorato,1.75,14.88
2024-10-03,MIL-06,PES-01,Pesce branzino (kg),Errore Comanda,1.54,36.96
2024-10-03,MIL-07,OLI-01,Olio EVO (lt),Sfrido,1.40,16.80
2024-10-03,MIL-07,FUN-01,Funghi porcini (kg),Scaduto,0.50,14.00
2024-10-03,MIL-07,SAL-01,Salame piccante (kg),Scaduto,1.90,34.20
2024-10-03,MIL-07,VER-01,Verdure miste (kg),Deteriorato,0.85,2.98
2024-10-03,MIL-08,MOZZ-01,Mozzarella (kg),Sovraproduzione,1.78,15.13
2024-10-03,MIL-08,PES-01,Pesce branzino (kg),Errore Comanda,1.42,34.08
2024-10-03,MIL-09,VER-01,Verdure miste (kg),Sovraproduzione,1.49,5.21
2024-10-03,MIL-09,VER-01,Verdure miste (kg),Sovraproduzione,1.29,4.52
2024-10-03,MIL-09,CAR-01,Carne manzo (kg),Errore Comanda,1.71,31.63
2024-10-03,MIL-10,TOM-01,Pomodoro San Marzano (kg),Scaduto,0.42,1.34
2024-10-04,MIL-01,VER-01,Verdure miste (kg),Deteriorato,0.27,0.95
2024-10-04,MIL-02,PRO-01,Prosciutto crudo (kg),Scaduto,0.24,5.28
2024-10-04,MIL-02,TOM-01,Pomodoro San Marzano (kg),Scaduto,0.46,1.47
2024-10-04,MIL-03,CAR-01,Carne manzo (kg),Scaduto,1.43,26.45
2024-10-04,MIL-03,PRO-01,Prosciutto crudo (kg),Errore Comanda,1.55,34.10
2024-10-04,MIL-03,SAL-01,Salame piccante (kg),Errore Comanda,0.53,9.54
2024-10-04,MIL-03,TOM-01,Pomodoro San Marzano (kg),Scaduto,1.98,6.34
2024-10-04,MIL-04,CAR-01,Carne manzo (kg),Sovraproduzione,1.67,30.89
2024-10-04,MIL-04,OLI-01,Olio EVO (lt),Sfrido,0.43,5.16
2024-10-04,MIL-04,OLI-01,Olio EVO (lt),Sfrido,0.90,10.80
2024-10-04,MIL-04,MOZZ-01,Mozzarella (kg),Deteriorato,0.81,6.89
2024-10-04,MIL-05,FAR-01,Farina tipo 00 (kg),Scaduto,0.17,0.14
2024-10-04,MIL-05,FAR-01,Farina tipo 00 (kg),Sovraproduzione,0.38,0.30
2024-10-04,MIL-05,CAR-01,Carne manzo (kg),Sfrido,1.40,25.90
2024-10-04,MIL-05,VER-01,Verdure miste (kg),Deteriorato,1.66,5.81
2024-10-04,MIL-06,FAR-01,Farina tipo 00 (kg),Sovraproduzione,0.36,0.29
2024-10-04,MIL-07,PRO-01,Prosciutto crudo (kg),Scaduto,1.19,26.18
2024-10-04,MIL-07,CAR-01,Carne manzo (kg),Scaduto,0.87,16.09
2024-10-04,MIL-07,MOZZ-01,Mozzarella (kg),Scaduto,0.38,3.23
2024-10-04,MIL-07,VER-01,Verdure miste (kg),Scaduto,1.09,3.82
2024-10-04,MIL-08,PES-01,Pesce branzino (kg),Deteriorato,0.26,6.24
2024-10-04,MIL-08,FAR-01,Farina tipo 00 (kg),Sfrido,1.47,1.18
2024-10-04,MIL-09,FUN-01,Funghi porcini (kg),Scaduto,0.24,6.72
2024-10-04,MIL-09,VER-01,Verdure miste (kg),Deteriorato,0.63,2.21
2024-10-04,MIL-09,MOZZ-01,Mozzarella (kg),Errore Comanda,1.44,12.24
2024-10-04,MIL-09,SAL-01,Salame piccante (kg),Scaduto,0.37,6.66
2024-10-04,MIL-10,VER-01,Verdure miste (kg),Errore Comanda,1.47,5.14
2024-10-04,MIL-10,FAR-01,Farina tipo 00 (kg),Deteriorato,2.03,1.62
2024-10-04,MIL-10,PES-01,Pesce branzino (kg),Scaduto,0.78,18.72
2024-10-05,MIL-01,SAL-01,Salame piccante (kg),Sfrido,1.82,32.76
2024-10-05,MIL-01,SAL-01,Salame piccante (kg),Deteriorato,0.90,16.20
2024-10-05,MIL-01,FUN-01,Funghi porcini (kg),Scaduto,0.84,23.52
2024-10-05,MIL-02,TOM-01,Pomodoro San Marzano (kg),Scaduto,1.32,4.22
2024-10-05,MIL-03,SAL-01,Salame piccante (kg),Sfrido,0.92,16.56
2024-10-05,MIL-04,PRO-01,Prosciutto crudo (kg),Sovraproduzione,1.34,29.48
2024-10-05,MIL-04,FAR-01,Farina tipo 00 (kg),Sovraproduzione,1.51,1.21
2024-10-05,MIL-04,CAR-01,Carne manzo (kg),Scaduto,1.72,31.82
2024-10-05,MIL-04,CAR-01,Carne manzo (kg),Sovraproduzione,1.31,24.23
2024-10-05,MIL-05,SAL-01,Salame piccante (kg),Errore Comanda,0.56,10.08
2024-10-05,MIL-06,FAR-01,Farina tipo 00 (kg),Sfrido,0.54,0.43
2024-10-05,MIL-06,PES-01,Pesce branzino (kg),Errore Comanda,1.68,40.32
2024-10-05,MIL-06,MOZZ-01,Mozzarella (kg),Deteriorato,1.60,13.60
2024-10-05,MIL-06,FUN-01,Funghi porcini (kg),Scaduto,0.47,13.16
2024-10-05,MIL-07,VER-01,Verdure miste (kg),Deteriorato,1.66,5.81
2024-10-05,MIL-08,SAL-01,Salame piccante (kg),Sfrido,1.44,25.92
2024-10-05,MIL-09,VER-01,Verdure miste (kg),Scaduto,1.28,4.48
2024-10-05,MIL-09,FUN-01,Funghi porcini (kg),Deteriorato,1.80,50.40
2024-10-05,MIL-09,MOZZ-01,Mozzarella (kg),Deteriorato,0.13,1.10
2024-10-05,MIL-09,PES-01,Pesce branzino (kg),Sfrido,0.41,9.84
2024-10-05,MIL-10,SAL-01,Salame piccante (kg),Sovraproduzione,0.40,7.20
2024-10-05,MIL-10,PRO-01,Prosciutto crudo (kg),Sfrido,1.00,22.00
2024-10-05,MIL-10,PRO-01,Prosciutto crudo (kg),Sfrido,0.72,15.84
2024-10-06,MIL-01,PES-01,Pesce branzino (kg),Deteriorato,0.13,3.12
2024-10-06,MIL-01,SAL-01,Salame piccante (kg),Sovraproduzione,0.54,9.72
2024-10-06,MIL-01,PES-01,Pesce branzino (kg),Deteriorato,0.89,21.36
2024-10-06,MIL-02,SAL-01,Salame piccante (kg),Scaduto,1.23,22.14
2024-10-06,MIL-02,FUN-01,Funghi porcini (kg),Scaduto,0.54,15.12
2024-10-06,MIL-03,FUN-01,Funghi porcini (kg),Deteriorato,1.10,30.80
2024-10-06,MIL-04,PRO-01,Prosciutto crudo (kg),Errore Comanda,1.66,36.52
2024-10-06,MIL-04,OLI-01,Olio EVO (lt),Errore Comanda,1.05,12.60
2024-10-06,MIL-04,SAL-01,Salame piccante (kg),Sfrido,0.23,4.14
2024-10-06,MIL-05,FAR-01,Farina tipo 00 (kg),Deteriorato,0.47,0.38
2024-10-06,MIL-05,CAR-01,Carne manzo (kg),Sfrido,1.81,33.48
2024-10-06,MIL-05,OLI-01,Olio EVO (lt),Errore Comanda,1.66,19.92
2024-10-06,MIL-05,OLI-01,Olio EVO (lt),Sovraproduzione,0.20,2.40
2024-10-06,MIL-06,FAR-01,Farina tipo 00 (kg),Scaduto,0.25,0.20
2024-10-06,MIL-06,CAR-01,Carne manzo (kg),Sfrido,1.80,33.30
2024-10-06,MIL-06,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,0.58,1.86
2024-10-06,MIL-06,FAR-01,Farina tipo 00 (kg),Errore Comanda,1.25,1.00
2024-10-06,MIL-07,PES-01,Pesce branzino (kg),Sfrido,1.99,47.76
2024-10-06,MIL-07,FAR-01,Farina tipo 00 (kg),Sovraproduzione,1.05,0.84
2024-10-06,MIL-07,PES-01,Pesce branzino (kg),Scaduto,1.90,45.60
2024-10-06,MIL-07,PES-01,Pesce branzino (kg),Sovraproduzione,1.39,33.36
2024-10-06,MIL-08,PES-01,Pesce branzino (kg),Sovraproduzione,0.33,7.92
2024-10-06,MIL-08,MOZZ-01,Mozzarella (kg),Sovraproduzione,0.29,2.46
2024-10-06,MIL-09,SAL-01,Salame piccante (kg),Deteriorato,0.54,9.72
2024-10-06,MIL-09,PRO-01,Prosciutto crudo (kg),Deteriorato,1.66,36.52
2024-10-06,MIL-09,CAR-01,Carne manzo (kg),Scaduto,0.44,8.14
2024-10-06,MIL-10,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,0.54,1.73
2024-10-07,MIL-01,SAL-01,Salame piccante (kg),Errore Comanda,1.05,18.90
2024-10-07,MIL-01,OLI-01,Olio EVO (lt),Sovraproduzione,0.13,1.56
2024-10-07,MIL-01,SAL-01,Salame piccante (kg),Scaduto,0.51,9.18
2024-10-07,MIL-02,CAR-01,Carne manzo (kg),Scaduto,0.39,7.21
2024-10-07,MIL-03,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,0.13,0.42
2024-10-07,MIL-03,VER-01,Verdure miste (kg),Sovraproduzione,0.89,3.12
2024-10-07,MIL-03,FUN-01,Funghi porcini (kg),Sovraproduzione,0.31,8.68
2024-10-07,MIL-04,PES-01,Pesce branzino (kg),Scaduto,0.36,8.64
2024-10-07,MIL-04,PES-01,Pesce branzino (kg),Sovraproduzione,0.80,19.20
2024-10-07,MIL-05,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,1.62,5.18
2024-10-07,MIL-05,MOZZ-01,Mozzarella (kg),Deteriorato,1.75,14.88
2024-10-07,MIL-05,FAR-01,Farina tipo 00 (kg),Scaduto,0.98,0.78
2024-10-07,MIL-06,FUN-01,Funghi porcini (kg),Sovraproduzione,0.77,21.56
2024-10-07,MIL-07,FAR-01,Farina tipo 00 (kg),Scaduto,1.15,0.92
2024-10-07,MIL-07,PRO-01,Prosciutto crudo (kg),Deteriorato,0.96,21.12
2024-10-07,MIL-07,VER-01,Verdure miste (kg),Scaduto,1.67,5.84
2024-10-07,MIL-08,OLI-01,Olio EVO (lt),Deteriorato,1.22,14.64
2024-10-07,MIL-09,OLI-01,Olio EVO (lt),Sovraproduzione,0.57,6.84
2024-10-07,MIL-09,SAL-01,Salame piccante (kg),Sfrido,0.75,13.50
2024-10-07,MIL-10,FUN-01,Funghi porcini (kg),Sovraproduzione,1.18,33.04
2024-10-07,MIL-10,SAL-01,Salame piccante (kg),Deteriorato,0.81,14.58
2024-10-07,MIL-10,FUN-01,Funghi porcini (kg),Sovraproduzione,1.92,53.76
2024-10-08,MIL-01,SAL-01,Salame piccante (kg),Sovraproduzione,0.79,14.22
2024-10-08,MIL-02,MOZZ-01,Mozzarella (kg),Errore Comanda,0.48,4.08
2024-10-08,MIL-02,VER-01,Verdure miste (kg),Sovraproduzione,1.81,6.33
2024-10-08,MIL-02,CAR-01,Carne manzo (kg),Scaduto,0.34,6.29
2024-10-08,MIL-03,PES-01,Pesce branzino (kg),Sovraproduzione,1.58,37.92
2024-10-08,MIL-03,PES-01,Pesce branzino (kg),Sfrido,1.65,39.60
2024-10-08,MIL-03,SAL-01,Salame piccante (kg),Sfrido,0.44,7.92
2024-10-08,MIL-03,MOZZ-01,Mozzarella (kg),Scaduto,1.52,12.92
2024-10-08,MIL-04,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,1.50,4.80
2024-10-08,MIL-04,VER-01,Verdure miste (kg),Sovraproduzione,1.18,4.13
2024-10-08,MIL-05,CAR-01,Carne manzo (kg),Scaduto,1.37,25.35
2024-10-08,MIL-05,PES-01,Pesce branzino (kg),Sovraproduzione,0.92,22.08
2024-10-08,MIL-05,CAR-01,Carne manzo (kg),Scaduto,0.66,12.21
2024-10-08,MIL-05,SAL-01,Salame piccante (kg),Deteriorato,1.50,27.00
2024-10-08,MIL-06,VER-01,Verdure miste (kg),Errore Comanda,1.69,5.92
2024-10-08,MIL-06,CAR-01,Carne manzo (kg),Sovraproduzione,1.55,28.68
2024-10-08,MIL-07,PES-01,Pesce branzino (kg),Sovraproduzione,0.84,20.16
2024-10-08,MIL-08,PRO-01,Prosciutto crudo (kg),Errore Comanda,0.61,13.42
